country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Haiti,HTI,1982,39.25,,15.74,5.53,,,51.78,49.41,54.5,1.94,,
Jamaica,JAM,1982,28.4,,8.52,3.46,,,70.69,67.72,21.2,1.37,,
St. Kitts and Nevis,KNA,1982,28.01,,12.21,3.18,,,67.39,62.23,23.7,-0.39,,
St. Lucia,LCA,1982,33.54,,6.24,4.17,,,70.82,66.94,15.8,1.57,,
Mexico,MEX,1982,33.86,,6.57,4.42,,,68.62,62.05,28.1,2.21,,
Nicaragua,NIC,1982,42.83,,10.13,5.74,,,62.97,54.62,29.2,2.74,,
Panama,PAN,1982,30.02,,5.24,3.66,,,72.5,67.52,21.2,2.36,,
Peru,PER,1982,35.41,,10.14,4.8,,,62.62,58.64,36.2,2.48,,
Paraguay,PRY,1982,37.0,,8.2,5.13,,,66.6,63.59,25.6,2.78,,
El Salvador,SLV,1982,38.6,,12.44,4.83,,,60.04,47.59,,1.13,,
Suriname,SUR,1982,31.69,,9.92,3.82,,,64.02,58.28,,0.29,,
Trinidad and Tobago,TTO,1982,29.22,,7.28,3.11,,,69.07,63.77,25.3,1.12,,
Uruguay,URY,1982,18.03,,9.55,2.51,,,75.49,67.81,15.5,0.41,,
St. Vincent and the Grenadines,VCT,1982,30.85,,7.48,3.74,,,69.84,67.19,17.9,0.85,,
Venezuela,VEN,1982,32.28,,5.21,4.01,,0.37,71.89,66.28,,2.73,,
Argentina,ARG,1983,23.27,,8.77,3.15,,,72.71,66.0,15.5,1.6,,
Antigua and Barbuda,ATG,1983,21.16,,6.67,2.12,,,76.38,70.7,7.3,0.23,,
Bahamas,BHS,1983,21.65,,5.76,2.65,,,73.54,66.79,17.1,1.68,,
Belize,BLZ,1983,40.06,,7.04,5.31,,,69.5,65.84,24.3,2.43,,
Bolivia,BOL,1983,38.42,,14.5,5.29,,,54.36,51.35,47.9,2.15,,
Brazil,BRA,1983,30.8,,8.05,3.72,58.9,,65.57,60.78,31.9,2.23,,
Barbados,BRB,1983,17.02,,6.56,1.86,,,74.93,71.2,15.3,0.35,,
Chile,CHL,1983,22.59,,5.76,2.62,,,74.16,67.61,10.6,1.47,,
Colombia,COL,1983,29.87,,5.76,3.5,,,71.21,65.11,21.5,2.35,,
Costa Rica,CRI,1983,30.52,,3.94,3.52,,,76.31,72.23,11.2,2.75,,
Cuba,CUB,1983,16.5,,6.3,1.8,,,75.69,71.71,10.5,0.79,,
Dominica,DMA,1983,25.34,,7.36,3.18,,,73.65,70.19,12.9,-0.45,,
Dominican Republic,DOM,1983,33.62,,7.08,3.95,,,66.82,62.55,30.0,2.31,,
Ecuador,ECU,1983,33.63,,7.46,4.39,,,67.18,62.22,30.0,2.63,,
Grenada,GRD,1983,28.6,,9.47,3.31,,,70.71,58.57,,0.6,,
Guatemala,GTM,1983,42.79,,10.7,5.98,,,60.73,55.34,34.9,2.45,,
Guyana,GUY,1983,31.89,,9.01,3.64,,,63.85,58.73,31.3,-0.11,,
Honduras,HND,1983,42.44,,8.7,6.06,,,64.87,60.12,28.4,2.97,,
Haiti,HTI,1983,39.1,,15.5,5.51,,,52.08,49.75,52.6,1.95,,
Jamaica,JAM,1983,28.57,,8.39,3.41,,,70.99,68.0,20.8,1.39,,
St. Kitts and Nevis,KNA,1983,27.74,,12.05,3.1,,,67.64,62.48,23.2,-0.47,,
St. Lucia,LCA,1983,33.41,,5.87,4.08,,,71.87,67.9,15.3,1.58,,
Mexico,MEX,1983,33.42,,6.47,4.3,,,69.04,62.62,27.3,2.16,,
Nicaragua,NIC,1983,42.07,,10.74,5.61,,,63.16,51.25,28.4,2.63,,
Panama,PAN,1983,29.89,,5.19,3.6,,,72.81,67.68,20.5,2.35,,
Peru,PER,1983,34.98,,9.86,4.68,,,63.04,58.64,35.5,2.49,,
Paraguay,PRY,1983,37.02,,7.96,5.09,,,66.81,63.81,25.2,2.81,,
El Salvador,SLV,1983,37.69,,11.83,4.65,,,60.54,48.95,,1.82,,
Suriname,SUR,1983,32.9,,9.67,3.86,,,64.15,58.4,,0.58,,
Trinidad and Tobago,TTO,1983,28.91,,7.27,3.07,,,69.15,63.81,24.8,1.09,,
Uruguay,URY,1983,17.88,,9.8,2.49,,,75.48,67.94,14.7,0.45,,
St. Vincent and the Grenadines,VCT,1983,29.89,,7.32,3.56,,,70.03,67.43,17.0,0.82,,
Venezuela,VEN,1983,31.83,,5.05,3.93,,0.36,72.37,66.89,,2.69,,
Argentina,ARG,1984,22.98,,8.81,3.12,,,72.78,66.05,15.9,1.59,,
Antigua and Barbuda,ATG,1984,20.66,,6.81,2.04,,,76.5,70.84,7.1,-0.08,,
Bahamas,BHS,1984,21.43,,5.79,2.59,,,73.79,66.92,16.9,1.69,,
Belize,BLZ,1984,38.86,,6.82,5.12,,,69.96,66.12,23.5,2.37,,
Bolivia,BOL,1984,38.1,,14.13,5.24,,,54.91,51.85,47.1,2.14,,
Brazil,BRA,1984,29.97,,7.87,3.6,58.3,,66.0,61.19,30.9,2.19,,
Barbados,BRB,1984,16.12,,6.75,1.75,,,75.13,71.3,15.0,0.36,,
Chile,CHL,1984,22.53,,5.71,2.6,,,74.65,67.89,9.8,1.5,,
Colombia,COL,1984,28.98,,5.72,3.35,,,71.51,65.21,20.9,2.31,,
Costa Rica,CRI,1984,30.52,,3.88,3.52,,,76.75,72.46,11.0,2.75,,
Cuba,CUB,1984,16.53,,6.43,1.77,,,75.48,71.85,9.6,0.82,,
Dominica,DMA,1984,25.7,,7.54,3.15,,,73.73,69.94,12.6,-0.43,,
Dominican Republic,DOM,1984,33.01,,6.89,3.82,,,67.41,62.97,29.0,2.28,,
Ecuador,ECU,1984,33.25,,7.18,4.3,,,67.73,62.76,28.6,2.62,,76.2
Grenada,GRD,1984,28.32,,7.64,3.22,,,71.51,66.49,,0.58,,
Guatemala,GTM,1984,41.86,,10.16,5.86,,,61.61,56.74,33.8,2.8,,
Guyana,GUY,1984,31.55,,8.98,3.54,,,63.98,58.79,31.2,-0.23,,
Honduras,HND,1984,41.77,,8.47,5.94,,,65.22,60.59,27.4,2.94,,
Haiti,HTI,1984,39.04,,15.28,5.5,,,52.39,50.05,50.8,1.97,,
Jamaica,JAM,1984,28.32,,8.17,3.32,,,71.15,68.38,20.4,1.32,,
St. Kitts and Nevis,KNA,1984,26.08,,11.88,2.88,,,67.99,62.6,22.6,-0.52,,
St. Lucia,LCA,1984,33.44,,5.68,4.02,,,72.9,67.94,14.8,1.6,,
Mexico,MEX,1984,33.07,,6.4,4.18,48.5,,69.39,63.17,26.6,2.11,,
Nicaragua,NIC,1984,41.35,,10.92,5.49,,,63.36,49.88,27.6,2.48,,
Panama,PAN,1984,29.52,,5.14,3.52,,,73.1,67.92,19.8,2.34,,
Peru,PER,1984,34.49,,9.57,4.57,,,63.59,58.73,34.5,2.48,,
Paraguay,PRY,1984,36.99,,7.7,5.04,,,67.13,64.12,24.8,2.82,,
El Salvador,SLV,1984,36.65,,10.59,4.48,,,62.08,51.59,,1.91,,
Suriname,SUR,1984,33.03,,9.4,3.8,,,64.3,58.51,,0.91,,
Trinidad and Tobago,TTO,1984,28.3,,7.21,3.02,,,69.3,63.9,24.4,1.07,,
Uruguay,URY,1984,17.78,,9.89,2.47,,,75.51,68.12,14.1,0.46,,
St. Vincent and the Grenadines,VCT,1984,27.95,,7.07,3.28,,,70.6,67.76,16.1,0.79,,
Venezuela,VEN,1984,31.43,,5.02,3.86,,0.37,72.37,67.14,,2.66,,
Argentina,ARG,1985,22.55,,8.41,3.07,,,73.4,66.47,16.8,1.57,,
Antigua and Barbuda,ATG,1985,21.71,,6.93,2.15,,,76.57,70.93,7.1,-0.45,,
Bahamas,BHS,1985,21.34,,5.86,2.55,,,73.97,66.95,16.7,1.71,,
Belize,BLZ,1985,38.07,,6.6,5.0,,,70.42,66.46,22.7,2.32,,
Bolivia,BOL,1985,37.57,,13.84,5.15,,,55.23,52.31,46.1,2.12,,
Brazil,BRA,1985,29.18,,7.69,3.48,55.5,,66.44,61.6,29.9,2.13,,
Barbados,BRB,1985,16.26,,7.05,1.77,,,75.14,71.3,14.7,0.35,,
Chile,CHL,1985,22.5,,5.64,2.59,,,74.89,68.4,9.5,1.52,,
Colombia,COL,1985,28.26,,6.89,3.22,,,68.52,62.35,20.4,2.16,,
Costa Rica,CRI,1985,30.42,,3.88,3.51,,,76.89,72.68,10.7,2.75,,
Cuba,CUB,1985,16.74,,6.58,1.77,,,75.33,71.79,9.1,0.83,,
Dominica,DMA,1985,25.85,,7.7,3.12,,,74.14,69.59,12.2,-0.43,,
Dominican Republic,DOM,1985,32.22,,6.7,3.69,,,67.98,63.37,28.0,2.22,,
Ecuador,ECU,1985,32.35,,6.95,4.14,,,68.16,63.18,27.2,2.57,,
Grenada,GRD,1985,30.72,,7.68,3.48,,,71.82,66.67,,0.64,,
Guatemala,GTM,1985,41.11,,9.76,5.73,,,62.43,57.35,32.7,2.83,,
Guyana,GUY,1985,31.37,,8.96,3.47,,3.49,64.12,58.9,31.1,-0.34,,
Honduras,HND,1985,41.13,,8.24,5.82,,1.31,65.44,61.16,26.4,2.9,,
Haiti,HTI,1985,39.01,,15.04,5.5,,0.72,52.74,50.37,49.1,1.98,,
Jamaica,JAM,1985,27.74,,8.04,3.21,,3.33,71.38,68.72,20.1,1.15,,
St. Kitts and Nevis,KNA,1985,25.54,,11.82,2.82,,,68.14,62.76,22.0,-0.57,,
St. Lucia,LCA,1985,33.56,,5.76,3.97,,,72.98,67.44,14.3,1.63,,
Mexico,MEX,1985,32.75,,6.31,4.09,,,69.9,63.77,25.9,2.07,,
Nicaragua,NIC,1985,40.6,,10.67,5.36,,2.41,63.66,50.1,26.7,2.39,,
Panama,PAN,1985,29.01,,5.12,3.43,,3.35,73.24,68.06,19.0,2.3,,
Peru,PER,1985,34.04,,9.16,4.46,45.6,1.68,64.03,59.54,33.4,2.44,,
Paraguay,PRY,1985,36.77,,7.47,4.97,,,67.42,64.4,24.4,2.82,,
El Salvador,SLV,1985,35.74,,9.74,4.32,,,63.05,53.37,25.8,2.0,,
Suriname,SUR,1985,32.86,,9.14,3.71,,,64.44,58.64,,1.24,,
Trinidad and Tobago,TTO,1985,27.73,,7.11,2.99,,,69.46,64.12,23.9,1.22,,
Uruguay,URY,1985,17.78,,9.83,2.47,,3.25,75.65,68.28,13.6,0.48,,
St. Vincent and the Grenadines,VCT,1985,26.44,,6.83,3.08,,,71.26,68.16,15.2,0.76,,
Venezuela,VEN,1985,31.04,,4.95,3.79,,2.69,72.57,67.5,,2.63,,
Argentina,ARG,1986,22.4,,8.22,3.05,42.8,,73.81,66.85,17.2,1.56,,
Antigua and Barbuda,ATG,1986,20.34,,7.04,2.03,,,76.6,70.97,7.2,-0.49,,
Bahamas,BHS,1986,21.49,,5.96,2.53,,,74.06,66.94,16.4,1.72,,
Belize,BLZ,1986,37.64,,6.38,4.94,,3.32,70.91,66.77,21.8,2.27,,
Bolivia,BOL,1986,37.36,,13.53,5.12,,,55.69,52.79,45.0,2.1,,
Brazil,BRA,1986,28.34,,7.52,3.36,58.4,,66.87,61.99,29.0,2.06,,74.0
Barbados,BRB,1986,15.52,,7.3,1.69,,,75.32,71.33,14.3,0.31,,
Chile,CHL,1986,22.51,,5.55,2.59,,,75.21,68.93,9.5,1.55,,
Colombia,COL,1986,27.86,,5.78,3.15,,,71.9,64.87,19.8,2.06,,76.6
Costa Rica,CRI,1986,29.85,,3.86,3.45,34.4,,77.15,72.78,10.4,2.71,,
Cuba,CUB,1986,16.99,,6.65,1.78,,,75.43,71.87,8.7,0.85,,
Dominica,DMA,1986,26.0,,8.0,3.08,,,74.28,69.02,11.8,-0.47,,
Dominican Republic,DOM,1986,31.75,,6.54,3.6,47.8,,68.53,63.72,27.2,2.17,,95.7
Ecuador,ECU,1986,31.53,,6.7,4.0,,,68.69,63.64,25.8,2.49,,
Grenada,GRD,1986,31.7,,7.69,3.58,,,72.12,66.86,,0.7,,
Guatemala,GTM,1986,40.79,,9.47,5.66,54.1,1.72,63.14,57.77,31.8,2.78,,
Guyana,GUY,1986,30.96,,8.91,3.38,,,64.23,59.06,31.1,-0.44,,
Honduras,HND,1986,40.49,,8.01,5.7,,,65.82,61.63,25.4,2.86,,
Haiti,HTI,1986,38.94,,14.83,5.48,,,53.04,50.65,47.3,2.0,,
Jamaica,JAM,1986,27.11,,7.85,3.11,,,71.59,69.21,19.8,0.93,,
St. Kitts and Nevis,KNA,1986,24.27,,11.79,2.68,,,68.09,62.96,21.3,-0.61,,
St. Lucia,LCA,1986,32.4,,5.76,3.8,,,72.92,67.33,13.8,1.6,,
Mexico,MEX,1986,32.31,,6.22,3.97,,,70.44,64.42,25.2,2.03,,
Nicaragua,NIC,1986,39.85,,10.05,5.22,,,64.08,51.71,25.9,2.34,,
Panama,PAN,1986,28.52,,5.12,3.34,,,73.47,68.09,18.2,2.26,,
Peru,PER,1986,33.54,,8.85,4.35,,,64.47,59.99,32.2,2.36,,59.4
Paraguay,PRY,1986,36.55,,7.26,4.93,,,67.7,64.68,23.9,2.83,,
El Salvador,SLV,1986,35.12,,9.04,4.19,,,63.98,54.91,25.1,1.98,,
Suriname,SUR,1986,32.58,,9.08,3.61,,,64.56,58.17,,1.38,,
Trinidad and Tobago,TTO,1986,26.73,,7.03,2.9,,5.04,69.53,64.35,23.4,1.32,,
Uruguay,URY,1986,17.8,,9.72,2.47,,,75.93,68.61,13.2,0.52,,
St. Vincent and the Grenadines,VCT,1986,25.19,,6.7,2.92,,,71.79,68.32,14.4,0.71,,
Venezuela,VEN,1986,30.94,,4.81,3.73,,2.7,73.12,68.06,,2.61,,
Argentina,ARG,1987,22.21,,8.04,3.04,45.3,,74.22,67.26,16.9,1.55,,
Antigua and Barbuda,ATG,1987,20.39,,7.18,2.07,,,76.59,70.98,7.4,-0.51,,
Bahamas,BHS,1987,21.66,,6.05,2.52,,,74.15,66.99,15.8,1.69,,
Belize,BLZ,1987,37.29,,6.19,4.88,,,71.34,67.08,21.0,2.23,,
Bolivia,BOL,1987,37.11,,13.13,5.06,,,56.37,53.42,44.0,2.11,,
Brazil,BRA,1987,27.38,,7.36,3.23,59.6,3.56,67.29,62.36,28.0,1.98,,
Barbados,BRB,1987,14.73,,7.57,1.61,,,75.49,71.25,13.9,0.26,,
Chile,CHL,1987,22.51,,5.46,2.59,56.2,,75.55,69.37,9.5,1.59,,
Colombia,COL,1987,27.5,,5.88,3.09,,,72.0,64.54,19.4,2.05,,
Costa Rica,CRI,1987,29.11,,3.81,3.38,,,77.5,72.99,10.0,2.64,,
Cuba,CUB,1987,17.34,,6.73,1.8,,,75.71,71.7,8.3,0.89,,
Dominica,DMA,1987,26.04,,8.35,3.06,,,74.24,68.5,11.5,-0.54,,
Dominican Republic,DOM,1987,31.36,,6.4,3.53,,,69.06,64.06,26.5,2.13,,
Ecuador,ECU,1987,30.78,,6.47,3.87,50.5,,69.2,64.06,24.7,2.41,,72.5
Grenada,GRD,1987,31.74,,7.68,3.58,,,72.41,67.05,,0.76,,
Guatemala,GTM,1987,40.72,,9.17,5.64,,,63.73,58.47,30.8,2.76,,37.9
Guyana,GUY,1987,30.56,,8.84,3.3,,,64.45,59.2,31.0,-0.52,,
Honduras,HND,1987,39.85,,7.79,5.58,,,66.22,62.06,24.5,2.84,,86.1
Haiti,HTI,1987,38.84,,14.57,5.47,,,53.41,51.03,45.2,2.02,,
Jamaica,JAM,1987,26.62,,7.66,3.02,,,71.94,69.73,19.5,0.76,,
St. Kitts and Nevis,KNA,1987,23.6,,11.85,2.62,,,67.85,63.12,20.4,-0.65,,
St. Lucia,LCA,1987,31.09,,5.94,3.61,,,72.12,67.0,13.3,1.5,,
Mexico,MEX,1987,31.38,,6.15,3.8,,,70.96,64.94,24.5,2.0,,75.0
Nicaragua,NIC,1987,39.11,,10.03,5.07,,,64.37,51.1,25.1,2.29,,
Panama,PAN,1987,27.99,,5.1,3.25,,,73.6,68.24,17.4,2.22,,
Peru,PER,1987,32.98,,8.58,4.25,,,64.9,60.35,31.0,2.29,,
Paraguay,PRY,1987,36.11,,7.05,4.85,,,67.98,64.96,23.5,2.82,,
El Salvador,SLV,1987,35.22,,8.98,4.18,,,64.53,54.61,24.4,1.98,,
Suriname,SUR,1987,32.36,,8.88,3.53,,,64.71,58.31,,1.16,,
Trinidad and Tobago,TTO,1987,25.3,,6.9,2.78,,,69.77,64.57,22.9,1.18,,98.0
Uruguay,URY,1987,17.93,,9.91,2.49,,,75.99,68.59,12.6,0.56,,
St. Vincent and the Grenadines,VCT,1987,24.22,,6.61,2.82,,,72.35,68.43,13.8,0.66,,
Venezuela,VEN,1987,30.57,,4.79,3.66,53.4,2.6,73.37,68.12,,2.6,,
Argentina,ARG,1988,22.22,,7.88,3.05,,,74.62,67.63,16.2,1.55,,
Antigua and Barbuda,ATG,1988,20.65,,7.32,2.13,,,76.53,70.94,7.7,-0.51,,
Bahamas,BHS,1988,21.87,,6.11,2.52,,,74.26,67.12,15.2,1.71,,
Belize,BLZ,1988,37.24,,6.04,4.87,,,71.63,67.39,20.3,2.22,,
Bolivia,BOL,1988,36.88,,12.78,5.03,,,56.99,54.01,43.0,2.12,,
Brazil,BRA,1988,26.46,,7.21,3.11,61.4,,67.73,62.67,27.1,1.91,,
Barbados,BRB,1988,14.4,,7.86,1.58,,,75.57,71.1,13.2,0.19,,
Chile,CHL,1988,22.46,,5.41,2.59,,,75.95,69.62,9.4,1.62,,
Colombia,COL,1988,27.21,,5.89,3.04,53.1,,72.32,64.52,19.0,2.05,,
Costa Rica,CRI,1988,28.33,,3.75,3.31,,,77.87,73.26,9.7,2.57,,
Cuba,CUB,1988,17.97,,6.79,1.85,,,75.79,71.85,7.8,0.94,,
Dominica,DMA,1988,26.09,,8.78,3.06,,,73.98,68.01,11.2,-0.59,,
Dominican Republic,DOM,1988,31.27,,6.29,3.5,,,69.6,64.38,25.8,2.11,,
Ecuador,ECU,1988,30.37,,6.28,3.79,,,69.73,64.44,23.8,2.34,,
Grenada,GRD,1988,28.4,,7.62,3.19,,,72.7,67.26,,0.8,,
Guatemala,GTM,1988,40.74,,8.92,5.62,,,64.23,59.05,29.9,2.8,,
Guyana,GUY,1988,30.09,,8.78,3.23,,,64.63,59.32,31.0,-0.58,,
Honduras,HND,1988,39.28,,7.61,5.47,,,66.54,62.41,23.5,2.82,,
Haiti,HTI,1988,38.77,,14.34,5.47,,,53.72,51.33,42.9,2.04,,
Jamaica,JAM,1988,26.34,,7.59,2.98,43.2,,72.15,70.11,19.1,0.68,,
St. Kitts and Nevis,KNA,1988,23.42,,11.95,2.62,,,67.58,63.27,19.7,-0.69,,
St. Lucia,LCA,1988,29.81,,5.89,3.44,,,71.97,67.25,12.9,1.32,,
Mexico,MEX,1988,30.43,,6.13,3.64,,,71.33,65.36,23.8,1.98,,
Nicaragua,NIC,1988,38.43,,8.9,4.93,,,64.92,55.0,24.3,2.3,,
Panama,PAN,1988,27.52,,5.09,3.17,,,73.82,68.3,16.8,2.19,,
Peru,PER,1988,32.44,,8.29,4.14,,,65.37,60.78,29.8,2.27,,
Paraguay,PRY,1988,35.75,,6.87,4.77,,,68.27,65.18,23.0,2.8,,
El Salvador,SLV,1988,34.89,,8.67,4.1,,,65.16,55.13,23.7,2.01,,
Suriname,SUR,1988,31.89,,8.65,3.46,,,64.87,58.45,,1.33,,
Trinidad and Tobago,TTO,1988,23.86,,6.77,2.65,42.6,,69.95,64.86,22.6,1.04,,
Uruguay,URY,1988,18.08,,9.91,2.5,,,76.27,68.73,12.2,0.59,,
St. Vincent and the Grenadines,VCT,1988,23.57,,6.62,2.75,,,72.74,68.45,13.3,0.6,,
Venezuela,VEN,1988,30.1,,4.8,3.6,,2.5,73.55,68.12,,2.56,,
Argentina,ARG,1989,22.01,,7.73,3.02,,,75.04,68.01,15.5,1.53,,
Antigua and Barbuda,ATG,1989,20.84,,7.5,2.2,,,76.33,70.82,8.0,-0.47,,
Bahamas,BHS,1989,22.08,,6.13,2.52,,,74.43,67.35,14.4,1.76,,
Belize,BLZ,1989,37.39,,5.96,4.86,,,71.78,67.52,19.5,2.22,,
Bolivia,BOL,1989,36.48,,12.41,4.96,,,57.71,54.58,42.0,2.12,,49.4
Brazil,BRA,1989,25.64,,7.09,3.01,63.2,,68.22,62.91,26.2,1.84,,
Barbados,BRB,1989,14.85,,8.19,1.64,,,75.56,70.99,12.5,0.13,,
Chile,CHL,1989,22.35,,5.33,2.59,,3.18,76.26,70.07,9.1,1.64,,
Colombia,COL,1989,27.05,,5.83,3.01,52.8,1.25,72.78,64.71,18.6,2.05,,
Costa Rica,CRI,1989,27.46,,3.7,3.24,45.5,,78.13,73.6,9.3,2.52,,
Cuba,CUB,1989,17.85,,6.94,1.83,,,75.8,71.77,7.3,0.96,,
Dominica,DMA,1989,26.01,,9.21,3.06,,,73.71,67.68,11.0,-0.65,,
Dominican Republic,DOM,1989,31.22,,6.18,3.48,50.4,,70.13,64.69,25.1,2.12,,
Ecuador,ECU,1989,30.21,,5.98,3.74,,,70.6,65.12,23.0,2.28,,
Grenada,GRD,1989,28.64,,7.61,3.23,,,72.97,67.49,12.9,0.82,,
Guatemala,GTM,1989,40.35,,8.81,5.56,58.8,0.88,64.51,59.19,29.0,2.81,,
Guyana,GUY,1989,29.82,,8.7,3.19,,,64.84,59.51,31.0,-0.63,,
Honduras,HND,1989,38.75,,7.3,5.35,55.4,,66.89,62.82,22.6,2.81,,
Haiti,HTI,1989,38.5,,14.08,5.44,,,54.07,51.64,40.7,2.06,,71.0
Jamaica,JAM,1989,25.95,,7.49,2.93,,2.4,72.5,70.46,18.8,0.69,,98.0
St. Kitts and Nevis,KNA,1989,23.72,,12.04,2.69,,,67.51,63.35,19.2,-0.74,,
St. Lucia,LCA,1989,28.95,,5.91,3.31,,,72.35,67.51,12.5,1.11,,
Mexico,MEX,1989,29.88,,6.16,3.53,50.1,,71.64,65.69,23.1,1.93,,
Nicaragua,NIC,1989,37.52,,7.98,4.76,,1.83,65.61,58.16,23.5,2.34,,
Panama,PAN,1989,27.19,,5.43,3.12,58.5,,73.72,66.9,16.1,2.14,,
Peru,PER,1989,31.82,,8.03,4.03,,,65.89,61.1,28.8,2.24,,
Paraguay,PRY,1989,35.15,,6.71,4.68,,1.32,68.69,65.2,22.6,2.77,,
El Salvador,SLV,1989,34.38,,8.13,4.03,48.7,,66.62,56.2,23.2,1.97,,
Suriname,SUR,1989,31.44,,8.32,3.39,,,65.08,59.17,21.0,1.53,,
Trinidad and Tobago,TTO,1989,22.51,,6.7,2.53,,,70.1,64.99,22.2,0.93,,
Uruguay,URY,1989,18.06,,9.86,2.5,42.4,,76.61,68.85,11.8,0.59,,
St. Vincent and the Grenadines,VCT,1989,23.26,,6.7,2.73,,,72.84,68.45,12.9,0.55,,
Venezuela,VEN,1989,29.53,,4.82,3.52,43.8,,73.78,68.01,12.5,2.5,,
Argentina,ARG,1990,22.08,,7.83,3.03,,4.59,74.88,68.35,15.0,1.49,,
Antigua and Barbuda,ATG,1990,20.81,,7.6,2.25,,6.6,76.34,70.8,8.4,-0.41,,
Bahamas,BHS,1990,22.21,,6.15,2.52,,4.0,74.63,67.59,13.5,1.74,,
Belize,BLZ,1990,37.19,,5.9,4.8,,2.7,71.82,67.57,18.7,2.19,,
Bolivia,BOL,1990,36.07,,12.03,4.9,42.0,1.32,58.38,55.22,41.0,2.1,,
Brazil,BRA,1990,24.76,,6.98,2.9,60.5,3.35,68.71,63.13,25.3,1.79,,
Barbados,BRB,1990,16.57,,8.45,1.84,,8.4,75.75,70.96,11.8,0.18,,100.0
Chile,CHL,1990,22.14,,5.25,2.58,57.2,3.16,76.84,70.48,8.6,1.67,,
Colombia,COL,1990,26.9,,5.86,3.0,,1.37,73.11,64.59,18.1,2.07,,84.3
Costa Rica,CRI,1990,26.65,,3.68,3.17,45.2,2.5,78.48,73.74,8.9,2.53,,
Cuba,CUB,1990,17.55,,6.98,1.81,,5.42,75.89,71.92,6.8,0.93,,
Dominica,DMA,1990,25.96,,9.62,3.09,,3.0,73.48,67.54,10.7,-0.75,,90.0
Dominican Republic,DOM,1990,30.78,,6.06,3.41,,1.88,70.67,65.0,24.4,2.1,,
Ecuador,ECU,1990,29.92,,5.78,3.68,,1.64,71.4,65.6,22.3,2.24,,
Grenada,GRD,1990,26.88,,7.56,3.06,,8.0,73.25,67.74,12.2,0.84,,100.0
Guatemala,GTM,1990,39.83,,8.77,5.48,,1.1,64.64,59.11,28.2,2.8,,
Guyana,GUY,1990,29.84,,8.61,3.18,,,65.07,59.68,30.9,-0.66,,
Honduras,HND,1990,38.46,,7.03,5.27,55.9,1.01,67.29,63.22,21.7,2.82,,
Haiti,HTI,1990,38.25,,13.82,5.41,,0.76,54.42,51.97,38.8,2.06,,
Jamaica,JAM,1990,26.15,,7.47,2.96,41.1,2.2,72.71,70.65,18.5,0.76,,
St. Kitts and Nevis,KNA,1990,23.7,,12.06,2.72,,9.2,67.84,63.44,18.7,-0.8,,100.0
St. Lucia,LCA,1990,28.26,,6.06,3.24,,4.0,72.15,67.7,12.0,0.98,,100.0
Mexico,MEX,1990,29.42,,6.16,3.44,,1.0,72.03,66.12,22.4,1.92,,
Nicaragua,NIC,1990,36.65,,7.66,4.6,,1.82,66.07,58.86,22.8,2.34,,
Panama,PAN,1990,26.84,,5.07,3.07,,2.5,74.31,68.46,15.6,2.13,,
Peru,PER,1990,31.12,,7.72,3.91,,1.41,66.36,61.76,27.8,2.21,,
Paraguay,PRY,1990,34.44,,6.47,4.57,40.8,0.93,69.18,65.56,22.1,2.71,,86.9
El Salvador,SLV,1990,33.73,,7.75,3.96,,1.47,67.15,57.08,22.5,1.88,,
Suriname,SUR,1990,30.13,,8.2,3.22,,5.7,65.22,59.24,20.6,1.0,,
Trinidad and Tobago,TTO,1990,21.09,,6.68,2.39,,4.0,70.16,65.07,21.9,0.85,,
Uruguay,URY,1990,17.93,,9.65,2.48,,4.52,76.9,69.26,11.6,0.59,,
St. Vincent and the Grenadines,VCT,1990,23.16,,6.83,2.73,,4.7,72.88,68.44,12.7,0.48,,
Venezuela,VEN,1990,28.93,,4.82,3.45,,2.68,73.69,68.36,12.8,2.44,,
Argentina,ARG,1991,21.91,,7.62,3.01,46.8,,75.34,68.68,14.8,1.44,,
Antigua and Barbuda,ATG,1991,18.25,,7.62,2.04,,,76.22,70.69,8.9,0.51,,
Bahamas,BHS,1991,22.18,,6.15,2.51,,,74.83,67.85,12.6,1.72,,
Belize,BLZ,1991,36.01,,5.77,4.6,,,71.89,67.66,18.0,2.14,,96.0
Bolivia,BOL,1991,35.69,,11.68,4.85,,1.41,59.02,55.86,39.9,2.08,,
Brazil,BRA,1991,24.06,,6.88,2.8,,,69.19,63.35,24.3,1.72,,
Barbados,BRB,1991,16.43,,8.5,1.84,,,75.89,71.0,11.1,0.31,,
Chile,CHL,1991,21.81,,5.18,2.56,,,77.25,70.87,8.0,1.66,,
Colombia,COL,1991,26.76,,5.9,2.98,51.3,,73.36,64.51,17.6,2.01,,
Costa Rica,CRI,1991,25.7,,3.68,3.08,46.6,,78.64,73.86,8.8,2.55,,
Cuba,CUB,1991,16.07,,7.17,1.66,,,75.81,71.87,6.6,0.8,,
Dominica,DMA,1991,25.88,,9.97,3.14,,,73.28,67.58,10.6,-0.48,,
Dominican Republic,DOM,1991,30.24,,5.94,3.35,,,71.18,65.31,23.8,2.06,,97.4
Ecuador,ECU,1991,29.71,,5.63,3.63,,,72.14,66.05,21.7,2.16,,
